date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:11:04	22795/22795	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Sep%202015%2020:37:36%20GMT	http://max-themes.net//demos/albertos/js/extensions/revolution.extension.navigation.min.js	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/js/extensions/revolution.extension.navigation.min.js	(from http://max-themes.net//demos/albertos/)
02:11:04	30264/30264	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Sep%202015%2020:37:36%20GMT	http://max-themes.net//demos/albertos/js/extensions/revolution.extension.layeranimation.min.js	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/js/extensions/revolution.extension.layeranimation.min.js	(from http://max-themes.net//demos/albertos/)
02:11:04	3126/3126	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Sep%202015%2020:37:36%20GMT	http://max-themes.net//demos/albertos/js/extensions/revolution.extension.kenburn.min.js	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/js/extensions/revolution.extension.kenburn.min.js	(from http://max-themes.net//demos/albertos/)
02:11:05	6084/6084	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Sep%202015%2020:37:36%20GMT	http://max-themes.net//demos/albertos/js/extensions/revolution.extension.migration.min.js	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/js/extensions/revolution.extension.migration.min.js	(from http://max-themes.net//demos/albertos/)
02:11:05	4191/4191	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Sep%202015%2020:37:36%20GMT	http://max-themes.net//demos/albertos/js/extensions/revolution.extension.parallax.min.js	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/js/extensions/revolution.extension.parallax.min.js	(from http://max-themes.net//demos/albertos/)
02:11:06	17315/17315	---M--	200	added ('OK')	application/javascript	date:Tue,%2015%20Sep%202015%2019:07:32%20GMT	http://max-themes.net//demos/albertos/js/extensions/revolution.extension.video.min.js	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/js/extensions/revolution.extension.video.min.js	(from http://max-themes.net//demos/albertos/)
02:11:06	13691/13691	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/fonts/revicons/revicons90c6.svg?5510888	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/fonts/revicons/revicons90c690c6.svg	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:07	326/326	---M--	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/css/openhand.cur	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/css/openhand.html	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:07	7536/7536	---M--	200	added ('OK')	font/woff	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/fonts/revicons/revicons90c6.woff?5510888	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/fonts/revicons/revicons90c690c6.woff	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:07	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/fonts/revicons/revicons90c6.eot?5510888	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/fonts/revicons/revicons90c690c6.eot	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:07	326/326	---M--	200	added ('OK')	text/html	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/css/closedhand.cur	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/css/closedhand.html	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:07	11968/11968	---M--	200	added ('OK')	font/ttf	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/fonts/revicons/revicons90c6.ttf?5510888	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/fonts/revicons/revicons90c690c6.ttf	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:08	933/933	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/assets/gridtile.png	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/assets/gridtile.png	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:08	951/951	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/assets/gridtile_white.png	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/assets/gridtile_white.png	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:08	938/938	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/assets/gridtile_3x3.png	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/assets/gridtile_3x3.png	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:08	935/935	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/assets/gridtile_3x3_white.png	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/assets/gridtile_3x3_white.png	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:08	184/184	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/assets/coloredbg.png	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/assets/coloredbg.png	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:09	2545/2545	---M--	200	added ('OK')	image/gif	date:Tue,%2031%20Jan%202017%2016:46:06%20GMT	http://max-themes.net//demos/albertos/rs-slider/assets/loader.gif	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/rs-slider/assets/loader.gif	(from http://max-themes.net//demos/albertos/rs-slider/css/settings.css)
02:11:17	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jan%202017%2013:20:22%20GMT	http://max-themes.net//demos/albertos/css/fonts/fontawesome-webfont5b62.eot?v=4.6.3	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/fontawesome-webfont5b625b62.eot	(from http://max-themes.net//demos/albertos/css/font-awesome.css)
02:11:21	71896/71896	---M--	200	added ('OK')	font/woff2	date:Tue,%2031%20Jan%202017%2013:20:26%20GMT	http://max-themes.net//demos/albertos/css/fonts/fontawesome-webfont5b62.woff2?v=4.6.3	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/fontawesome-webfont5b625b62.woff2	(from http://max-themes.net//demos/albertos/css/font-awesome.css)
02:11:21	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jan%202017%2013:20:22%20GMT	http://max-themes.net//demos/albertos/css/fonts/fontawesome-webfontd41d.eot?	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/fontawesome-webfontd41dd41d.eot	(from http://max-themes.net//demos/albertos/css/font-awesome.css)
02:11:24	391622/391622	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Jan%202017%2013:20:24%20GMT	http://max-themes.net//demos/albertos/css/fonts/fontawesome-webfont5b62.svg?v=4.6.3	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/fontawesome-webfont5b625b62.svg	(from http://max-themes.net//demos/albertos/css/font-awesome.css)
02:11:25	90412/90412	---M--	200	added ('OK')	font/woff	date:Tue,%2031%20Jan%202017%2013:20:26%20GMT	http://max-themes.net//demos/albertos/css/fonts/fontawesome-webfont5b62.woff?v=4.6.3	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/fontawesome-webfont5b625b62.woff	(from http://max-themes.net//demos/albertos/css/font-awesome.css)
02:11:32	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jan%202017%2013:20:32%20GMT	http://max-themes.net//demos/albertos/css/fonts/Simple-Line-Icons.eot	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Simple-Line-Icons.eot	(from http://max-themes.net//demos/albertos/css/simple-line-icons.css)
02:11:33	53572/53572	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jan%202017%2013:20:32%20GMT	http://max-themes.net//demos/albertos/css/fonts/Simple-Line-Iconsd41d.eot?	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Simple-Line-Iconsd41dd41d.eot	(from http://max-themes.net//demos/albertos/css/simple-line-icons.css)
02:11:34	53444/53444	---M--	200	added ('OK')	font/woff	date:Tue,%2031%20Jan%202017%2013:20:36%20GMT	http://max-themes.net//demos/albertos/css/fonts/Simple-Line-Icons.woff	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Simple-Line-Icons.woff	(from http://max-themes.net//demos/albertos/css/simple-line-icons.css)
02:11:36	197492/197492	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Jan%202017%2013:20:34%20GMT	http://max-themes.net//demos/albertos/css/fonts/Simple-Line-Icons.svg	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Simple-Line-Icons.svg	(from http://max-themes.net//demos/albertos/css/simple-line-icons.css)
02:11:42	53368/53368	---M--	200	added ('OK')	font/ttf	date:Tue,%2031%20Jan%202017%2013:20:34%20GMT	http://max-themes.net//demos/albertos/css/fonts/Simple-Line-Icons.ttf	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Simple-Line-Icons.ttf	(from http://max-themes.net//demos/albertos/css/simple-line-icons.css)
02:11:43	152796/152796	---M--	200	added ('OK')	font/ttf	date:Tue,%2031%20Jan%202017%2013:20:24%20GMT	http://max-themes.net//demos/albertos/css/fonts/fontawesome-webfont5b62.ttf?v=4.6.3	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/fontawesome-webfont5b625b62.ttf	(from http://max-themes.net//demos/albertos/css/font-awesome.css)
02:11:45	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Feb%202017%2015:04:36%20GMT	http://max-themes.net//demos/albertos/css/fonts/Pe-icon-7-strokebb1d.eot?d7yf1v	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Pe-icon-7-strokebb1dbb1d.eot	(from http://max-themes.net//demos/albertos/css/pe-icon-7-stroke.css)
02:11:48	164020/164020	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2001%20Feb%202017%2015:04:36%20GMT	http://max-themes.net//demos/albertos/css/fonts/Pe-icon-7-strokebb1d.svg?d7yf1v	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Pe-icon-7-strokebb1dbb1d.svg	(from http://max-themes.net//demos/albertos/css/pe-icon-7-stroke.css)
02:11:48	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2001%20Feb%202017%2015:04:36%20GMT	http://max-themes.net//demos/albertos/css/fonts/Pe-icon-7-stroked41d.eot?	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Pe-icon-7-stroked41dd41d.eot	(from http://max-themes.net//demos/albertos/css/pe-icon-7-stroke.css)
02:11:49	2236/2236	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jan%202017%2014:57:42%20GMT	http://max-themes.net//demos/albertos/css/fonts/Flaticon.eot	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Flaticon.eot	(from http://max-themes.net//demos/albertos/css/flaticon.css)
02:11:50	2236/2236	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jan%202017%2014:57:42%20GMT	http://max-themes.net//demos/albertos/css/fonts/Flaticond41d.eot?	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Flaticond41dd41d.eot	(from http://max-themes.net//demos/albertos/css/flaticon.css)
02:11:50	1460/1460	---M--	200	added ('OK')	font/woff	date:Tue,%2031%20Jan%202017%2014:57:44%20GMT	http://max-themes.net//demos/albertos/css/fonts/Flaticon.woff	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Flaticon.woff	(from http://max-themes.net//demos/albertos/css/flaticon.css)
02:11:50	5231/5231	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2031%20Jan%202017%2014:57:42%20GMT	http://max-themes.net//demos/albertos/css/fonts/Flaticon.svg	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Flaticon.svg	(from http://max-themes.net//demos/albertos/css/flaticon.css)
02:11:51	2060/2060	---M--	200	added ('OK')	font/ttf	date:Tue,%2031%20Jan%202017%2014:57:42%20GMT	http://max-themes.net//demos/albertos/css/fonts/Flaticon.ttf	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Flaticon.ttf	(from http://max-themes.net//demos/albertos/css/flaticon.css)
02:11:51	20707/20707	---M--	200	added ('OK')	text/html	date:Mon,%2003%20Apr%202017%2016:50:00%20GMT	http://max-themes.net//demos/albertos/css/owl.video.play.html	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/owl.video.play.html	(from http://max-themes.net//demos/albertos/css/owl.carousel.css)
02:11:52	2355/2355	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202017%2018:40:04%20GMT	http://max-themes.net//demos/albertos/images/shadow-frame.png	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/images/shadow-frame.png	(from http://max-themes.net//demos/albertos/css/style.css)
02:11:53	58556/58556	---M--	200	added ('OK')	font/woff	date:Wed,%2001%20Feb%202017%2015:04:38%20GMT	http://max-themes.net//demos/albertos/css/fonts/Pe-icon-7-strokebb1d.woff?d7yf1v	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Pe-icon-7-strokebb1dbb1d.woff	(from http://max-themes.net//demos/albertos/css/pe-icon-7-stroke.css)
02:11:53	58480/58480	---M--	200	added ('OK')	font/ttf	date:Wed,%2001%20Feb%202017%2015:04:36%20GMT	http://max-themes.net//demos/albertos/css/fonts/Pe-icon-7-strokebb1d.ttf?d7yf1v	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/css/fonts/Pe-icon-7-strokebb1dbb1d.ttf	(from http://max-themes.net//demos/albertos/css/pe-icon-7-stroke.css)
02:11:54	1995/1995	---M--	200	added ('OK')	image/png	date:Tue,%2031%20Jan%202017%2018:40:04%20GMT	http://max-themes.net//demos/albertos/images/inner-shadow.png	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/images/inner-shadow.png	(from http://max-themes.net//demos/albertos/pizzas.html)
02:11:54	16033/16033	---M--	200	added ('OK')	application/javascript	date:Tue,%2031%20Jan%202017%2013:18:38%20GMT	http://max-themes.net//demos/albertos/js/jquery.isotope.min.js	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/js/jquery.isotope.min.js	(from http://max-themes.net//demos/albertos/menu.html)
02:12:00	36185/36185	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2020:49:06%20GMT	http://max-themes.net//demos/albertos/upload/hawaii-313x220.jpg	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/upload/hawaii-313x220.jpg	(from http://max-themes.net//demos/albertos/pizzas.html)
02:12:02	43735/43735	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2020:47:00%20GMT	http://max-themes.net//demos/albertos/upload/freshness-313x220.jpg	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/upload/freshness-313x220.jpg	(from http://max-themes.net//demos/albertos/pizzas.html)
02:12:08	42497/42497	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Feb%202017%2020:47:00%20GMT	http://max-themes.net//demos/albertos/upload/sea-313x220.jpg	C:/Siturile%20Mele/pizza/max-themes.net/demos/albertos/upload/sea-313x220.jpg	(from http://max-themes.net//demos/albertos/pizzas.html)
